ticker,time,open,high,low,close,volume,ma10,ma20,ma50,ma100,ma200,ma10_score,ma20_score,ma50_score,ma100_score,ma200_score,close_changed,volume_changed,total_money_changed
BTC,2010-07-17,0.0495,0.0495,0.0495,0.0495,20,,,,,,,,,,,,,
BTC,2010-07-18,0.0495,0.0858,0.0495,0.0858,75,,,,,,,,,,,,,
BTC,2010-07-19,0.0858,0.0931,0.0772,0.0808,574,,,,,,,,,,,,,
BTC,2010-07-20,0.0808,0.0818,0.0743,0.0747,262,,,,,,,,,,,,,
BTC,2010-07-21,0.0747,0.0792,0.0663,0.0792,575,,,,,,,,,,,,,
BTC,2010-07-22,0.0792,0.0818,0.0505,0.0584,2160,,,,,,,,,,,,,
BTC,2010-07-23,0.0584,0.0677,0.0505,0.0626,2402,,,,,,,,,,,,,
BTC,2010-07-24,0.0626,0.0626,0.0505,0.0545,496,,,,,,,,,,,,,
BTC,2010-07-25,0.0545,0.0594,0.0505,0.0505,1551,,,,,,,,,,,,,
BTC,2010-07-26,0.0505,0.0560,0.0500,0.0560,877,,,,,,,,,,,,,
BTC,2010-07-27,0.0560,0.0605,0.0530,0.0600,3373,,,,,,,,,,,,,
BTC,2010-07-28,0.0600,0.0620,0.0540,0.0589,4390,,,,,,,,,,,,,
BTC,2010-07-29,0.0589,0.0699,0.0571,0.0699,8058,,,,,,,,,,,,,
BTC,2010-07-30,0.0699,0.0699,0.0582,0.0627,3020,,,,,,,,,,,,,
BTC,2010-07-31,0.0627,0.0689,0.0560,0.0678,4022,,,,,,,,,,,,,
BTC,2010-08-01,0.0678,0.0678,0.0600,0.0611,2601,,,,,,,,,,,,,
BTC,2010-08-02,0.0611,0.0633,0.0600,0.0611,3599,,,,,,,,,,,,,
BTC,2010-08-03,0.0611,0.0650,0.0590,0.0600,9821,,,,,,,,,,,,,
BTC,2010-08-04,0.0600,0.0623,0.0570,0.0570,3494,,,,,,,,,,,,,
BTC,2010-08-05,0.0570,0.0610,0.0570,0.0610,5034,,,,,,,,,,,,,
BTC,2010-08-06,0.0610,0.0624,0.0607,0.0623,1395,,,,,,,,,,,,,
BTC,2010-08-07,0.0623,0.0623,0.0590,0.0590,2619,,,,,,,,,,,,,
BTC,2010-08-08,0.0590,0.0610,0.0590,0.0609,2201,,,,,,,,,,,,,
BTC,2010-08-09,0.0609,0.0735,0.0593,0.0710,13631,,,,,,,,,,,,,
BTC,2010-08-10,0.0710,0.0710,0.0665,0.0700,1310,,,,,,,,,,,,,
BTC,2010-08-11,0.0700,0.0754,0.0600,0.0670,14061,,,,,,,,,,,,,
BTC,2010-08-12,0.0670,0.0700,0.0614,0.0700,2062,,,,,,,,,,,,,
BTC,2010-08-13,0.0700,0.0700,0.0645,0.0645,3591,,,,,,,,,,,,,
BTC,2010-08-14,0.0645,0.0695,0.0645,0.0670,4404,,,,,,,,,,,,,
BTC,2010-08-15,0.0670,0.0670,0.0650,0.0653,4462,,,,,,,,,,,,,
BTC,2010-08-16,0.0653,0.0679,0.0620,0.0655,10731,,,,,,,,,,,,,
BTC,2010-08-17,0.0655,0.0769,0.0624,0.0700,13185,,,,,,,,,,,,,
BTC,2010-08-18,0.0700,0.0733,0.0670,0.0680,2953,,,,,,,,,,,,,
BTC,2010-08-19,0.0680,0.0680,0.0667,0.0667,741,,,,,,,,,,,,,
BTC,2010-08-20,0.0667,0.0667,0.0650,0.0655,4199,,,,,,,,,,,,,
BTC,2010-08-21,0.0655,0.0669,0.0644,0.0664,10443,,,,,,,,,,,,,
BTC,2010-08-22,0.0664,0.0664,0.0612,0.0660,18648,,,,,,,,,,,,,
BTC,2010-08-23,0.0660,0.0669,0.0630,0.0649,4297,,,,,,,,,,,,,
BTC,2010-08-24,0.0649,0.0665,0.0649,0.0650,6711,,,,,,,,,,,,,
BTC,2010-08-25,0.0650,0.0665,0.0641,0.0648,4228,,,,,,,,,,,,,
BTC,2010-08-26,0.0648,0.0658,0.0640,0.0640,3870,,,,,,,,,,,,,
BTC,2010-08-27,0.0640,0.0650,0.0630,0.0650,9009,,,,,,,,,,,,,
BTC,2010-08-28,0.0650,0.0650,0.0641,0.0646,6174,,,,,,,,,,,,,
BTC,2010-08-29,0.0646,0.0648,0.0640,0.0640,3173,,,,,,,,,,,,,
BTC,2010-08-30,0.0640,0.0690,0.0321,0.0650,34193,,,,,,,,,,,,,
BTC,2010-08-31,0.0650,0.0650,0.0600,0.0600,14886,,,,,,,,,,,,,
BTC,2010-09-01,0.0600,0.0629,0.0596,0.0629,7164,,,,,,,,,,,,,
BTC,2010-09-02,0.0629,0.0634,0.0601,0.0634,8150,,,,,,,,,,,,,
BTC,2010-09-03,0.0634,0.0634,0.0609,0.0609,892,,,,,,,,,,,,,
BTC,2010-09-04,0.0609,0.0624,0.0609,0.0624,3301,,,,,,,,,,,,,
BTC,2010-09-05,0.0624,0.0640,0.0605,0.0617,8459,,,,,,,,,,,,,
BTC,2010-09-06,0.0617,0.0627,0.0616,0.0616,910,,,,,,,,,,,,,
BTC,2010-09-07,0.0616,0.0620,0.0603,0.0610,3457,,,,,,,,,,,,,
BTC,2010-09-08,0.0610,0.0620,0.0610,0.0620,2345,,,,,,,,,,,,,
BTC,2010-09-09,0.0620,0.0624,0.0611,0.0611,1733,,,,,,,,,,,,,
BTC,2010-09-10,0.0611,0.0618,0.0601,0.0618,4939,,,,,,,,,,,,,
BTC,2010-09-11,0.0618,0.0650,0.0618,0.0637,7749,,,,,,,,,,,,,
BTC,2010-09-12,0.0637,0.0637,0.0615,0.0615,793,,,,,,,,,,,,,
BTC,2010-09-13,0.0615,0.0640,0.0607,0.0622,10076,,,,,,,,,,,,,
BTC,2010-09-14,0.0622,0.1750,0.0610,0.0620,14014,,,,,,,,,,,,,
BTC,2010-09-15,0.0620,0.0625,0.0604,0.0604,3651,,,,,,,,,,,,,
BTC,2010-09-16,0.0604,0.0619,0.0604,0.0619,730,,,,,,,,,,,,,
BTC,2010-09-17,0.0619,0.0619,0.0590,0.0601,7262,,,,,,,,,,,,,
BTC,2010-09-18,0.0601,0.0610,0.0576,0.0610,7092,,,,,,,,,,,,,
BTC,2010-09-19,0.0610,0.0627,0.0600,0.0627,12852,,,,,,,,,,,,,
BTC,2010-09-20,0.0627,0.0634,0.0620,0.0621,14307,,,,,,,,,,,,,
BTC,2010-09-21,0.0621,0.0633,0.0621,0.0626,5735,,,,,,,,,,,,,
BTC,2010-09-22,0.0626,0.0626,0.0615,0.0622,11560,,,,,,,,,,,,,
BTC,2010-09-23,0.0622,0.0630,0.0615,0.0623,15505,,,,,,,,,,,,,
