symbol,organ_name,en_organ_name,exchange,type
TIG,CTCP Tập đoàn Đầu tư Thăng Long,Thang Long Investment Group Joint Stock Company,HNX,stock
NED,CTCP Đầu tư và Phát triển Điện Tây Bắc,North - West Electric Investment and Development Joint Stock Company,UPCOM,stock
PSL,CTCP Chăn nuôi Phú Sơn,Phu Son Livestock Joint Stock Company,UPCOM,stock
DNE,CTCP Môi trường Đô thị Đà Nẵng,Da Nang Urban Environment JSC,UPCOM,stock
CAG,CTCP Cảng An Giang,An Giang Port Joint Stock Company,HNX,stock
PVP,CTCP Vận tải Dầu khí Thái Bình Dương,Pacific Petroleum Transportation Joint Stock Company,HOSE,stock
VVN,Tổng Công ty cổ phần Xây dựng Công nghiệp Việt Nam,Vietnam Industrial Construction Corporation,UPCOM,stock
XMC,CTCP Đầu tư và Xây dựng Xuân Mai,Xuan Mai Investment and Construction Corporation,UPCOM,stock
CNG,CTCP CNG Việt Nam,CNG Viet Nam Joint Stock Company,HOSE,stock
ICN,CTCP Đầu tư Xây dựng Dầu khí IDICO,IDICO Investment Construction Oil and Natural Gas Joint Stock Company,UPCOM,stock
KIP,CTCP K.I.P Việt Nam,Vietnam K.I.P Joint Stock Company,UPCOM,stock
XMP,CTCP Thủy điện Xuân Minh,Xuan Minh Hydro Power Joint Stock Company,UPCOM,stock
DCG,CTCP Tổng Công ty May Đáp Cầu,Dap Cau Garment Corporation Joint Stock Company,UPCOM,stock
VSF,Tổng Công ty Lương thực Miền Nam - CTCP,Vietnam Southern Food Corporation - Joint Stock Company,UPCOM,stock
GMX,CTCP Gạch ngói Gốm Xây dựng Mỹ Xuân,My Xuan Brick Tile Pottery And Construction Joint Stock Company,HNX,stock
SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Savimex Corporation,HOSE,stock
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Vietnam Airlines Joint Stock Company,HOSE,stock
OCB,Ngân hàng TMCP Phương Đông,Orient Commercial Joint Stock Bank,HOSE,stock
CLC,CTCP Cát Lợi,Cat Loi Joint Stock Company,HOSE,stock
THD,CTCP Thaiholdings,Thaiholdings Joint Stock Company,HNX,stock
VTZ,CTCP Sản xuất và Thương mại Nhựa Việt Thành,Viet Thanh Plastic Trading And Manufacturing Joint Stock Company,HNX,stock
HTP,CTCP In Sách Giáo khoa Hòa Phát,Hoa Phat Textbook Book Joint Stock Company,UPCOM,stock
PPI,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,Pacific Infrastructure Project Development and Investment Corporation,UPCOM,stock
GAS,Tổng Công ty Khí Việt Nam - CTCP,PetroVietnam Gas Joint Stock Corporation,HOSE,stock
LDP,CTCP Dược Lâm Đồng (Ladophar),Lam Dong Pharmaceutical Joint Stock Company,HNX,stock
HPW,CTCP Cấp nước Hải Phòng,Hai Phong Water Joint Stock Company,UPCOM,stock
SHP,CTCP Thủy điện Miền Nam,Southern Hydropower Joint Stock Company,HOSE,stock
PAS,CTCP Quốc tế Phương Anh,Phuong Anh International Joint Stock Company,UPCOM,stock
NTH,CTCP Thủy điện Nước Trong,Nuoc Trong Hydro-Power Joint Stock Company,HNX,stock
SCR,CTCP Địa ốc Sài Gòn Thương Tín,Sai Gon Thuong Tin Real Estate Joint Stock Company,HOSE,stock
CKV,CTCP COKYVINA,COKYVINA Joint Stock Company,HNX,stock
VSE,CTCP Dịch vụ Đường cao tốc Việt Nam,Vietnam Expressway Services Joint Stock Company,UPCOM,stock
NNC,CTCP Đá Núi Nhỏ,Nui Nho Stone Joint Stock Company,HOSE,stock
TMS,CTCP Transimex,Transimex Corporation,HOSE,stock
STC,CTCP Sách và Thiết bị Trường học Thành phố Hồ Chí Minh,Book and Educational Equipment Joint Stock Company of Ho Chi Minh City,HNX,stock
NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va ,No Va Land Investment Group Corporation ,HOSE,stock
DAS,CTCP Máy - Thiết bị Dầu khí Đà Nẵng,Danang Petroleum Machinery - Technology Joint Stock Company,UPCOM,stock
DIC,CTCP Đầu tư và Thương mại DIC,DIC Investment and Trading Joint Stock Company,UPCOM,stock
SBA,CTCP Sông Ba,Song Ba Joint Stock Company,HOSE,stock
TDH,CTCP Phát triển Nhà Thủ Đức,Thu Duc Housing Development Corporation,HOSE,stock
RIC,CTCP Quốc tế Hoàng Gia,Royal International Joint Stock Corporation,UPCOM,stock
DBC,CTCP Tập đoàn Dabaco Việt Nam,Dabaco Group,HOSE,stock
STP,CTCP Công nghiệp Thương mại Sông Đà,Song Da Industry Trade Joint Stock Company,HNX,stock
E12,CTCP Xây dựng Điện VNECO12,VNECO12 Electricity Construction Joint Stock Company,UPCOM,stock
SPH,CTCP Xuất nhập khẩu Thủy sản Hà Nội,Hanoi Seaproducts Import Export Joint Stock Corporation,UPCOM,stock
BGW,CTCP Nước sạch Bắc Giang,Bac Giang Clean Water Joint Stock Company,UPCOM,stock
AGX,CTCP Thực phẩm Nông Sản xuất khẩu Sài Gòn,Saigon Export Foodstuffs and Agricultural Products JSC,UPCOM,stock
TNW,CTCP Nước sạch Thái Nguyên,Thai Nguyen Water Joint Stock Company,UPCOM,stock
PAC,CTCP Pin Ắc quy Miền Nam,Dry Cell and Storage Battery Joint Stock Company,HOSE,stock
GSP,CTCP Vận tải Sản Phẩm Khí Quốc tế,International Gas Product Shipping Joint Stock Company,HOSE,stock
CPC,CTCP Thuốc sát trùng Cần Thơ,Can Tho Pesticides Joint Stock Company,HNX,stock
HKB,CTCP Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Ha Noi - Kinh Bac Agriculture and Food Joint Stock Company,UPCOM,stock
NSS,CTCP Nông Súc Sản Đồng Nai,Dong Nai Agricultural Livestock Product Joint Stock - Company,UPCOM,stock
BHN,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Hà Nội,Hanoi Beer Alcohol and Beverage Joint Stock Corporation,HOSE,stock
PSP,CTCP Cảng Dịch vụ Dầu khí Đình Vũ,Dinh Vu Petroleum Service Port Joint Stock Company,UPCOM,stock
VW3,CTCP Viwaseen3,Viwaseen3 Joint Stock Company ,UPCOM,stock
CCC,CTCP Xây dựng CDC,CDC Construction Joint Stock Company,HOSE,stock
DTL,CTCP Đại Thiên Lộc,Dai Thien Loc Corporation,HOSE,stock
DL1,CTCP Tập đoàn Alpha Seven,Alpha Seven Group Joint Stock Company,HNX,stock
GH3,CTCP Công trình Giao thông Hà Nội,Hanoi Transport Project Joint Stock Company,UPCOM,stock
SKH,CTCP Nước giải khát Sanest Khánh Hòa,Khanh Hoa Sanest Soft Drink Joint Stock Company,UPCOM,stock
HEC,CTCP Tư vấn Xây dựng Thủy Lợi II,Hydraulic Engineering Consultant Corporation II,UPCOM,stock
HSA,CTCP Hestia,Hestia Joint Stock Company,UPCOM,stock
HTV,CTCP Logistics Vicem,Logistics Vicem Joint Stock Company ,HOSE,stock
CMD,CTCP Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,Construction Material & Interior Decoration Joint Stock Company,UPCOM,stock
BQB,CTCP Bia Hà Nội - Quảng Bình,Ha Noi - Quang Binh Beer JSC,UPCOM,stock
CRE,CTCP Bất động sản Thế Kỷ,Century Land Joint Stock Company,HOSE,stock
DTH,CTCP Dược - Vật tư Y Tế Thanh Hóa,Thanh Hoa Medical Materials Pharmaceutical Joint Stock Company,UPCOM,stock
HIO,CTCP Helio Energy,Helio Energy Joint Stock Company,UPCOM,stock
VNF,CTCP Vinafreight,Vinafreight Joint Stock Company,HNX,stock
NOS,CTCP Vận tải biển và Thương mại Phương Đông,Oriental Shipping And Trading Joint Stock Company,UPCOM,stock
HPP,CTCP Sơn Hải Phòng,Hai Phong Paint Joint Stock Company,UPCOM,stock
C4G,CTCP Tập đoàn CIENCO4,CIENCO4 Group Joint Stock Company,UPCOM,stock
MBB,Ngân hàng TMCP Quân đội,Military Commercial Joint Stock Bank,HOSE,stock
VTQ,CTCP Việt Trung Quảng Bình,Viet Trung Quang Binh Joint Stock Company,UPCOM,stock
EIN,CTCP Đầu tư - Thương mại - Dịch vụ Điện Lực,Electricity Investment - Service - Trade Joint Stock Company,UPCOM,stock
TEG,CTCP Trường Thành Energy Group,Truong Thanh Energy Group Joint Stock Company,HOSE,stock
VNM,CTCP Sữa Việt Nam,Vietnam Dairy Products Joint Stock Company,HOSE,stock
DLT,CTCP Du lịch và Thương mại - Vinacomin,Vinacomin - Tourism & Trading Joint Stock Company,UPCOM,stock
CTR,Tổng Công ty cổ phần Công trình Viettel,Viettel Construction Joint Stock Corporation,HOSE,stock
CMI,CTCP CMISTONE Việt Nam,CMISTONE Viet Nam Joint Stock Company,UPCOM,stock
VNT,CTCP Giao nhận Vận tải Ngoại thương,The Van Cargoes And Foreign Trade Logistics Joint Stock Company,HNX,stock
VC9,CTCP Xây dựng số 9 - VC9,VC9 - NO 9 Construction Joint Stock Company,HNX,stock
NBT,CTCP Cấp thoát nước Bến Tre,Ben Tre Water Supply and Sewerage Joint Stock Company,UPCOM,stock
DOP,CTCP Vận tải Xăng dầu Đồng Tháp,Dongthap Petroleum Transportations Joint Stock Company,UPCOM,stock
STK,CTCP Sợi Thế Kỷ,Century Synthetic Fiber Corporation,HOSE,stock
BDW,CTCP Cấp thoát nước Bình Định,Binh Dinh Water Supply and Sewerage Joint Stock Company,UPCOM,stock
ACC,CTCP Đầu tư và Xây dựng Bình Dương ACC,ACC Binh Duong Investment and Construction Joint Stock Company,HOSE,stock
QNT,CTCP Tư vấn Phát triển Quảng Nam,Quang Nam Consulting and Investment Development Joint Stock Company,UPCOM,stock
BXH,CTCP VICEM Bao bì Hải Phòng,Haiphong Packing VICEM Joint Stock Company,HNX,stock
TCD,CTCP Tập đoàn Xây dựng TRACODI,TRACODI Construction Holdings Joint Stock Company,HOSE,stock
CMF,CTCP Thực phẩm Cholimex,Cholimex Food Joint Stock Company,UPCOM,stock
HDC,CTCP Phát triển Nhà Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau House Development Joint Stock Company,HOSE,stock
XHC,CTCP Xuân Hòa Việt Nam,Xuan Hoa Viet Nam Joint Stock Company,UPCOM,stock
BTN,CTCP Đầu tư Bitco Bình Định,Binh Dinh Bitco Investment Joint Stock Company,UPCOM,stock
HOT,CTCP Du lịch - Dịch vụ Hội An,Hoi An Tourist Service Joint Stock Company,UPCOM,stock
DHC,CTCP Đông Hải Bến Tre,Dong Hai Joint Stock Company of Ben Tre,HOSE,stock
VNE,Tổng Công ty cổ phần Xây dựng Điện Việt Nam,Vietnam Electricity Construction Joint Stock Corporation,HOSE,stock
PCF,CTCP Cà phê PETEC,Petec Coffee Joint Stock Company,UPCOM,stock
CMT,CTCP Công nghệ Mạng và Truyền thông,Information and Networking Technology Joint stock Company,UPCOM,stock
CDN,CTCP Cảng Đà Nẵng,Danang Port Joint Stock Company,HNX,stock
HCC,CTCP Bê tông Hòa Cầm - Intimex,Intimex - Hoa Cam Concrete Joint Stock Company,HNX,stock
TKA,CTCP Bao bì Tân Khánh An,Tan Khanh An Packaging Joint Stock Company,UPCOM,stock
ILA,CTCP ILA,ILA Joint Stock Company ,UPCOM,stock
BIO,CTCP Vắc xin và Sinh phẩm Nha Trang,Nha Trang Vaccines and Biological Products Joint Stock Company,UPCOM,stock
HAM,CTCP Vật tư Hậu Giang,Hau Giang Materials Joint Stock Company,UPCOM,stock
LCC,CTCP Xi măng Hồng Phong,Hong Phong Cement Joint Stock Company,UPCOM,stock
AST,CTCP Dịch vụ Hàng không Taseco,Taseco Air Services Joint Stock Company,HOSE,stock
DWS,CTCP Cấp nước và Môi trường đô thị Đồng Tháp,Dong Thap Water Supply & Urban Environment Joint - Stock Company,UPCOM,stock
SNC,CTCP Xuất nhập khẩu Thủy sản Năm Căn,Nam Can Seaproducts Import Export Joint Stock Company,UPCOM,stock
TS3,CTCP Trường Sơn 532,Truong Son 532 Joint Stock Company,UPCOM,stock
TVS,CTCP Chứng khoán Thiên Việt,Thien Viet Securities Joint Stock Company,HOSE,stock
ACS,CTCP Xây lắp Thương mại 2,Architects & Construction Service Corporation,UPCOM,stock
TD6,CTCP Than Đèo Nai - Cọc Sáu - TKV,Deo Nai - Coc Sau - TKV Coal Joint Stock Company,HNX,stock
PGS,CTCP Kinh doanh Khí Miền Nam,Southern Gas Trading Joint Stock Company,HNX,stock
RBC,CTCP Công nghiệp và Xuất nhập khẩu Cao su,Rubber Industry & Import - Export Joint Stock Company,UPCOM,stock
CSV,CTCP Hóa chất Cơ bản Miền Nam,South Basic Chemicals Joint Stock Company,HOSE,stock
PIS,Tổng Công ty Pisico Bình Định - CTCP,PISICO Binh Dinh Corporation Joint Stock Company,UPCOM,stock
SEP,CTCP Tổng Công ty Thương mại Quảng Trị,Quang Tri General Trading Joint Stock Company,UPCOM,stock
FRT,CTCP Bán lẻ Kỹ thuật số FPT,FPT Digital Retail Joint Stock Company,HOSE,stock
DPG,CTCP Tập đoàn Đạt Phương,Dat Phuong Group Joint Stock Company,HOSE,stock
LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,Lam Thao Fertilizers and Chemicals Joint Stock Company,HNX,stock
HU6,CTCP Đầu tư Phát triển Nhà và Đô thị HUD6,HUD6 City and Housing Development Investment Joint Stock Company,UPCOM,stock
PWS,CTCP Cấp thoát nước Phú Yên,Phu Yen Water Supply And Sewerage Joint Stock Company,UPCOM,stock
VPI,CTCP Phát triển Bất động sản Văn Phú,Van Phu Real Estate Development Joint Stock Company,HOSE,stock
ASP,CTCP Tập đoàn Dầu khí An Pha,An Pha Petrol Joint Stock Company,HOSE,stock
HBD,CTCP Bao Bì PP Bình Dương,Binh Duong PP Pack Making Joint Stock Company,UPCOM,stock
HJS,CTCP Thủy điện Nậm Mu,Nam Mu Hydropower Joint Stock Company,HNX,stock
MTH,CTCP Môi trường Đô thị Hà Đông,Ha Dong Environment Public Service Joint Stock Company,UPCOM,stock
PRO,CTCP Procimex Việt Nam,Procimex Vietnam Joint Stock Company,UPCOM,stock
BSI,CTCP Chứng khoán BIDV,BIDV Securities Joint Stock Company,HOSE,stock
BCG,CTCP Tập đoàn Bamboo Capital,Bamboo Capital Group Joint Stock Company,HOSE,stock
DIH,CTCP Đầu tư Phát triển Xây dựng - Hội An,Development Investment Construction Hoi An Joint Stock Company,HNX,stock
PIV,CTCP PIV,PIV Joint Stock Company,UPCOM,stock
IMP,CTCP Dược phẩm Imexpharm,Imexpharm Corporation,HOSE,stock
DRC,CTCP Cao su Đà Nẵng,Danang Rubber Joint Stock Company,HOSE,stock
BIC,Tổng Công ty cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,BIDV Insurance Corporation,HOSE,stock
FID,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,Vietnam Enterprise Investment and Development Joint Stock Company,HNX,stock
ITD,CTCP Công nghệ ITD,ITD Technology Corporation,HOSE,stock
BSA,CTCP Thủy điện Buôn Đôn,Buon Don Hydropower Joint Stock Company,UPCOM,stock
SD7,CTCP Sông Đà 7,Song Da 7 Joint Stock Company,UPCOM,stock
TVM,CTCP Tư vấn Đầu tư mỏ và Công Nghiệp - Vinacomin,Vinacomin Industry Investment Consulting Joint Stock Company,UPCOM,stock
VGP,CTCP Cảng Rau Quả,The Vegetexco Port Joint Stock Company,HNX,stock
STH,CTCP Phát hành Sách Thái Nguyên,Thai Nguyen Book Distribution Joint Stock Company,UPCOM,stock
LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,Long Giang Investment and Urban Development Joint-Stock Company,HOSE,stock
SCO,CTCP Công nghiệp Thủy sản,Seaproducts Mechanical Shareholding Company,UPCOM,stock
MGR,CTCP Tập đoàn MGROUP,MGROUP Group Corporation,UPCOM,stock
CDO,CTCP Tư vấn Thiết kế và Phát triển Đô thị,Consultancy Design and Urban Development Joint Stock Company,UPCOM,stock
BCA,CTCP B.C.H,B.C.H Joint Stock Company,UPCOM,stock
NTL,CTCP Phát triển Đô thị Từ Liêm,Tu Liem Urban Development Joint-Stock Company,HOSE,stock
PPH,Tổng Công ty cổ phần Phong Phú,Phong Phu Corporation,UPCOM,stock
DM7,CTCP Dệt May 7,Det May 7 Joint Stock Company,UPCOM,stock
MDC,CTCP Than Mông Dương - Vinacomin,Vinacomin - Mong Duong Coal Joint Stock Company,HNX,stock
CMM,CTCP Camimex,Camimex Joint Stock Company,UPCOM,stock
TPS,CTCP Bến Bãi Vận tải Sài Gòn,Saigon Transportation Parking Joint Stock Company,UPCOM,stock
BMG,CTCP May Bình Minh,Binh Minh Garment Joint Stock Company,UPCOM,stock
NDC,CTCP Nam Dược,Nam Duoc Joint Stock Company,UPCOM,stock
HMH,CTCP Hải Minh,Hai Minh Corporation,HNX,stock
SRF,CTCP SEAREFICO,Searefico Corporation,HOSE,stock
ONE,CTCP Công nghệ One,One Technologies Corporation,HNX,stock
SHC,CTCP Hàng hải Sài Gòn,Saigon Maritime Joint Stock Company,UPCOM,stock
KKC,CTCP Tập Đoàn Thành Thái,Thanh Thai Group Joint Stock Company,HNX,stock
STL,CTCP Sông Đà Thăng Long,Song Da - Thang Long Join Stock Company,UPCOM,stock
TW3,CTCP Dược Trung ương 3,Central Pharmaceutical Joint Stock Company N.3,UPCOM,stock
RCC,CTCP Tổng Công ty Công trình Đường sắt Việt Nam,Vietnam Railway Construction Corporation Joint Stock Company,UPCOM,stock
TET,CTCP Vải sợi May mặc Miền Bắc,Northern Textiles and Garments Joint Stock Company ,HNX,stock
SPI,CTCP Spiral Galaxy,Spiral Galaxy Joint Stock Company,UPCOM,stock
TTF,CTCP Tập đoàn Kỹ nghệ gỗ Trường Thành,Truong Thanh Furniture Corporation,HOSE,stock
TOP,CTCP Phân phối Top One,Top One Allot Joint Stock Company,UPCOM,stock
BBS,CTCP VICEM Bao bì Bút Sơn,VICEM Packaging But Son JSC,HNX,stock
DFF,CTCP Tập đoàn Đua Fat,Dua Fat Group Joint Stock Company,UPCOM,stock
PGV,Tổng Công ty Phát điện 3 - CTCP,Power Generation Joint Stock Corporation 3,HOSE,stock
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Machines and Industrial Equipment Corporation,UPCOM,stock
MIG,Tổng Công ty cổ phần Bảo hiểm Quân Đội,Military Insurance Corporation,HOSE,stock
SBM,CTCP Đầu tư Phát triển Bắc Minh,Bac Minh Development Investment Joint Stock Company,UPCOM,stock
NDP,CTCP Dược phẩm 2/9,National Day Pharmaceutical Joint Stock Company,UPCOM,stock
CET,CTCP HTC Holding,HTC Holding Joint Stock Company,HNX,stock
HVA,CTCP Đầu tư HVA,HVA Investment Joint Stock Company,UPCOM,stock
VCB,Ngân hàng TMCP Ngoại thương Việt Nam,Joint Stock Commercial Bank for Foreign Trade of Vietnam,HOSE,stock
LUT,CTCP Đầu tư Xây dựng Lương Tài,Luong Tai Investment Construction Joint Stock Company,UPCOM,stock
PVR,CTCP Đầu tư PVR Hà Nội,Ha Noi PVR Investment Joint Stock Company,UPCOM,stock
VDG,CTCP Vạn Đạt Group,Van Dat Group Joint Stock Company,UPCOM,stock
CLM,CTCP Xuất nhập khẩu Than - Vinacomin,Vinacomin - Coal Import Export Joint Stock Company,HNX,stock
BAL,CTCP Bao bì Bia - Rượu - Nước giải khát,Beer - Alcohol - Beverage Packaging Joint Stock Company,UPCOM,stock
KMR,CTCP Mirae,Mirae Joint Stock Company,HOSE,stock
LAI,CTCP Đầu Tư Xây dựng Long An IDICO,IDICO-LongAn Investment Construction Joint Stock Company,UPCOM,stock
HBS,CTCP Chứng khoán Hòa Bình,Hoa Binh Securities Joint Stock Company,HNX,stock
POM,CTCP Thép Pomina,Pomina Steel Corporation,UPCOM,stock
TCR,CTCP Công nghiệp Gốm sứ Taicera,Taicera Enterprise Company,HOSE,stock
PTC,CTCP Đầu Tư Icapital,Icapital Investment Joint Stock Company,HOSE,stock
GLT,CTCP Kỹ thuật Điện Toàn cầu,Global Electrical Technology Corporation,HNX,stock
VDN,CTCP Vinatex Đà Nẵng,Vinatex Da Nang Joint Stock Company,UPCOM,stock
FIC,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,Fico Corporation JSC,UPCOM,stock
NTP,CTCP Nhựa Thiếu niên Tiền Phong,Tien Phong Plastic Joint Stock Company ,HNX,stock
AMV,CTCP Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,American Vietnamese Biotech Incorporation,HNX,stock
TCO,CTCP TCO Holdings,TCO Holdings Joint Stock Company,HOSE,stock
SBH,CTCP Thủy điện Sông Ba Hạ,Song Ba Ha Hydro Power Joint Stock Company,UPCOM,stock
DSG,CTCP Kính Đáp Cầu,Dap Cau Sheet Glass Joint Stock Company,UPCOM,stock
DKG,CTCP Tập đoàn Damik,Damik Group Joint Stock Company,UPCOM,stock
SAC,CTCP Xếp dỡ và Dịch vụ Cảng Sài Gòn,Sai Gon Port Stevedoring and Service Joint Stock Company,UPCOM,stock
TA9,CTCP Xây lắp Thành An 96,Thanh An 96 Installation and Construction Joint Stock Company,HNX,stock
PCH,CTCP Nhựa Picomat,Picomat Plastic Joint Stock Company,HNX,stock
VNB,CTCP Sách Việt Nam,Vietnam Books Joint Stock Company,UPCOM,stock
BMF,CTCP Vật liệu Xây dựng và Chất đốt Đồng Nai,Dong Nai Building Material and Fuel Joint Stock Company,UPCOM,stock
VPR,CTCP VinaPrint,VinaPrint Corporation,UPCOM,stock
HLS,CTCP Sứ Kỹ thuật Hoàng Liên Sơn,Hoang Lien Son Technical Ceramics Joint Stock Company,UPCOM,stock
VC7,CTCP Tập đoàn BGI,BGI Group Joint Stock Company,HNX,stock
EVE,CTCP Everpia,Everpia Joint Stock Company,HOSE,stock
TST,CTCP Dịch vụ Kỹ Thuật Viễn thông,Telecommunication Technical Service Joint Stock Company,UPCOM,stock
VTR,CTCP Du lịch Vietravel,Vietravel Tourism Joint Stock Company,UPCOM,stock
PGC,Tổng Công ty Gas Petrolimex - CTCP,Petrolimex Gas Corporation - Joint Stock Company,HOSE,stock
OCH,CTCP One Capital Hospitality,One Capital Hospitality Joint Stock Company,HNX,stock
NAP,CTCP Cảng Nghệ Tĩnh,Nghe Tinh Port Joint Stock Company,HNX,stock
QCG,CTCP Quốc Cường Gia Lai,Quoc Cuong Gia Lai Joint Stock Company,HOSE,stock
EID,CTCP Đầu tư và Phát triển Giáo dục Hà Nội,Hanoi Education Development and Investment Joint Stock Company,HNX,stock
BED,CTCP Sách và Thiết bị Trường học Đà Nẵng,Danang Books and School Equipment Joint Stock Company,HNX,stock
L12,CTCP Licogi 12,Licogi 12 Joint Stock Company,UPCOM,stock
PVT,Tổng Công ty cổ phần Vận tải Dầu khí,PetroVietnam Transportation Corporation,HOSE,stock
CPA,CTCP Cà phê Phước An,PhuocAn Coffee Joint Stock Company,UPCOM,stock
CTG,Ngân hàng TMCP Công Thương Việt Nam,Vietnam Joint Stock Commercial Bank For Industry And Trade,HOSE,stock
LCG,CTCP Lizen,Lizen Joint Stock Company,HOSE,stock
KSD,CTCP Đầu tư DNA,DNA Investment Joint Stock Company,HNX,stock
NCS,CTCP Suất ăn Hàng không Nội Bài,Noi Bai Catering Services Joint Stock Company,UPCOM,stock
TNS,CTCP Thép tấm lá Thống Nhất,Thong Nhat Flat Steel Joint Stock Company,UPCOM,stock
SZC,CTCP Sonadezi Châu Đức,Sonadezi Chau Duc Shareholding Company,HOSE,stock
DHG,CTCP Dược Hậu Giang,DHG Pharmaceutical Joint Stock Company,HOSE,stock
PHS,CTCP Chứng khoán Phú Hưng,Phu Hung Securities Corporation,UPCOM,stock
QTP,CTCP Nhiệt điện Quảng Ninh,Quang Ninh Thermal Power Joint Stock Company,UPCOM,stock
PTS,CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng,Petrolimex Haiphong Transportation and Services Joint Stock Company,HNX,stock
SCG,CTCP Tập đoàn Xây dựng SCG,SCG Construction Group Joint Stock Company,HNX,stock
VCT,CTCP Tư vấn Xây dựng Vinaconex,Vinaconex's Construction Consultant Joint Stock Company,UPCOM,stock
YTC,CTCP Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Ho Chi Minh City Medical Import Export Joint Stock Company,UPCOM,stock
VNH,CTCP Đầu tư Việt Việt Nhật,Viet Viet Nhat Investment Corporation,UPCOM,stock
APL,CTCP Cơ khí và Thiết bị áp lực - VVMI,VVMI - Mechanical and Pressure Equipment Joint Stock Company,UPCOM,stock
MES,CTCP Cơ điện Công trình,Mechanical Engineering Service Joint Stock Company,UPCOM,stock
CMBB2521,,CW MBB.VND.M.CA.T.2025.3,HOSE,cw
CACB2601,,CW ACB/TCBS/C/EU/6M/CASH/02,HOSE,cw
CACB2605,,CW ACB/VPBANKS/C/EU/7M/CASH/25-02,HOSE,cw
CMWG2606,,CW MWG/VPBANKS/C/EU/5M/CASH/25-02,HOSE,cw
CFPT2524,,CW FPT.KIS.M.CA.T.07,HOSE,cw
CVRE2526,,CW VRE/15M/KAFI/C/EU/CASH/2502,HOSE,cw
CVHM2602,,CW VHM/TCBS/C/EU/9M/CASH/02,HOSE,cw
CSTB2519,,CW STB/VPBANKS/C/EU/12M/CASH/25-01,HOSE,cw
CSTB2607,,CW STB.KIS.M.CA.T.51,HOSE,cw
CFPT2526,,CW FPT/0225/C/EU/Cash/MSVN,HOSE,cw
CTPB2602,,CW TPB/VPBANKS/C/EU/8M/CASH/25-02,HOSE,cw
CMSN2521,,CW MSN.VND.M.CA.T.2025.1,HOSE,cw
CVHM2519,,CW VHM.01.PHS.C.EU.Cash,HOSE,cw
CVHM2601,,CW VHM/TCBS/C/EU/6M/CASH/02,HOSE,cw
CSSB2602,,CW SSB.KIS.M.CA.T.12,HOSE,cw
CTCB2605,,CW TCB/9M/SSI/C/EU/Cash-21,HOSE,cw
CMBB2505,,CW MBB/BSC/C/15M/EU/Cash/2024-01,HOSE,cw
CACB2514,,CW ACB.VND.M.CA.T.2025.2,HOSE,cw
CVNM2604,,CW VNM.KIS.M.CA.T.38,HOSE,cw
CFPT2531,,CW FPT/PINETREE/C/EU/7M/CASH/25-01,HOSE,cw
CFPT2605,,CW FPT/VPBANKS/C/EU/6M/CASH/25-02,HOSE,cw
CVJC2601,,CW VJC.KIS.M.CA.T.24,HOSE,cw
CSHB2514,,CW SHB.KIS.M.CA.T.19,HOSE,cw
CSTB2527,,CW STB.KIS.M.CA.T.50,HOSE,cw
CSTB2601,,CW STB/TCBS/C/EU/6M/CASH/02,HOSE,cw
CMWG2515,,CW MWG/12M/SSI/C/EU/Cash-20,HOSE,cw
CVHM2522,,CW VHM.KIS.M.CA.T.40,HOSE,cw
CSSB2601,,CW SSB.KIS.M.CA.T.11,HOSE,cw
CVPB2533,,CW VPB/VIETCAP/M/Au/T/A8,HOSE,cw
CVPB2607,,CW VPB.KIS.M.CA.T.23,HOSE,cw
CHPG2539,,CW HPG.VND.M.CA.T.2025.3,HOSE,cw
CLPB2503,,CW LPB/12M/SSI/C/EU/Cash-20,HOSE,cw
CHPG2602,,CW HPG/TCBS/C/EU/9M/CASH/02,HOSE,cw
CMSN2606,,CW MSN.6M.SSV.C.EU.Cash.25.02,HOSE,cw
CVHM2518,,CW VHM.KIS.M.CA.T.36,HOSE,cw
CVIC2517,,CW VIC/VIETCAP/M/Au/T/A4,HOSE,cw
CHPG2542,,CW HPG/VIETCAP/M/Au/T/A8,HOSE,cw
CHPG2523,,CW HPG/VPBANKS/C/EU/12M/CASH/25-01,HOSE,cw
CHDB2602,,CW HDB/VPBANKS/C/EU/9M/CASH/25-02,HOSE,cw
CHPG2606,,CW HPG/VPBANKS/C/EU/12M/CASH/25-02,HOSE,cw
CHPG2531,,CW HPG.08.PHS.C.EU.Cash,HOSE,cw
