date,branch,buy,sell,buy_diff,sell_diff
2016-02-27,Hồ Chí Minh,33200000.0,33500000.0,-136300000.0,-139000000.0
2016-02-28,Hồ Chí Minh,33200000.0,33500000.0,-136300000.0,-139000000.0
2016-02-29,Hồ Chí Minh,33290000.0,33590000.0,-136210000.0,-138910000.0
2016-03-01,Hồ Chí Minh,33370000.0,33670000.0,-136130000.0,-138830000.0
2016-03-02,Hồ Chí Minh,33240000.0,33540000.0,-136260000.0,-138960000.0
2016-03-03,Hồ Chí Minh,33310000.0,33610000.0,-136190000.0,-138890000.0
2016-03-04,Hồ Chí Minh,33820000.0,34070000.0,-135680000.0,-138430000.0
2016-03-05,Hồ Chí Minh,33730000.0,34030000.0,-135770000.0,-138470000.0
2016-03-06,Hồ Chí Minh,33730000.0,34030000.0,-135770000.0,-138470000.0
2016-03-07,Hồ Chí Minh,33800000.0,34050000.0,-135700000.0,-138450000.0
2016-03-08,Hồ Chí Minh,33900000.0,34150000.0,-135600000.0,-138350000.0
2016-03-09,Hồ Chí Minh,33680000.0,33930000.0,-135820000.0,-138570000.0
2016-03-10,Hồ Chí Minh,33550000.0,33800000.0,-135950000.0,-138700000.0
2016-03-11,Hồ Chí Minh,33730000.0,34030000.0,-135770000.0,-138470000.0
2016-03-12,Hồ Chí Minh,33620000.0,33920000.0,-135880000.0,-138580000.0
2016-03-13,Hồ Chí Minh,33620000.0,33920000.0,-135880000.0,-138580000.0
2016-03-14,Hồ Chí Minh,33680000.0,33960000.0,-135820000.0,-138540000.0
2016-03-15,Hồ Chí Minh,33480000.0,33780000.0,-136020000.0,-138720000.0
2016-03-16,Hồ Chí Minh,33400000.0,33700000.0,-136100000.0,-138800000.0
2016-03-17,Hồ Chí Minh,33580000.0,33850000.0,-135920000.0,-138650000.0
2016-03-18,Hồ Chí Minh,33650000.0,33870000.0,-135850000.0,-138630000.0
2016-03-19,Hồ Chí Minh,33660000.0,33880000.0,-135840000.0,-138620000.0
2016-03-20,Hồ Chí Minh,33660000.0,33880000.0,-135840000.0,-138620000.0
2016-03-21,Hồ Chí Minh,33470000.0,33720000.0,-136030000.0,-138780000.0
2016-03-22,Hồ Chí Minh,33500000.0,33750000.0,-136000000.0,-138750000.0
2016-03-23,Hồ Chí Minh,33390000.0,33640000.0,-136110000.0,-138860000.0
2016-03-24,Hồ Chí Minh,33150000.0,33400000.0,-136350000.0,-139100000.0
2016-03-25,Hồ Chí Minh,33150000.0,33400000.0,-136350000.0,-139100000.0
2016-03-26,Hồ Chí Minh,33150000.0,33420000.0,-136350000.0,-139080000.0
2016-03-27,Hồ Chí Minh,33150000.0,33420000.0,-136350000.0,-139080000.0
2016-03-28,Hồ Chí Minh,33040000.0,33290000.0,-136460000.0,-139210000.0
2016-03-29,Hồ Chí Minh,33010000.0,33260000.0,-136490000.0,-139240000.0
2016-03-30,Hồ Chí Minh,33110000.0,33360000.0,-136390000.0,-139140000.0
2016-03-31,Hồ Chí Minh,33090000.0,33340000.0,-136410000.0,-139160000.0
2016-04-01,Hồ Chí Minh,33080000.0,33330000.0,-136420000.0,-139170000.0
2016-04-02,Hồ Chí Minh,33000000.0,33270000.0,-136500000.0,-139230000.0
2016-04-03,Hồ Chí Minh,33000000.0,33270000.0,-136500000.0,-139230000.0
2016-04-04,Hồ Chí Minh,32990000.0,33240000.0,-136510000.0,-139260000.0
2016-04-05,Hồ Chí Minh,33030000.0,33280000.0,-136470000.0,-139220000.0
2016-04-06,Hồ Chí Minh,32980000.0,33230000.0,-136520000.0,-139270000.0
2016-04-07,Hồ Chí Minh,33080000.0,33330000.0,-136420000.0,-139170000.0
2016-04-08,Hồ Chí Minh,33050000.0,33250000.0,-136450000.0,-139250000.0
2016-04-09,Hồ Chí Minh,33050000.0,33280000.0,-136450000.0,-139220000.0
2016-04-10,Hồ Chí Minh,33050000.0,33280000.0,-136450000.0,-139220000.0
2016-04-11,Hồ Chí Minh,33200000.0,33430000.0,-136300000.0,-139070000.0
2016-04-12,Hồ Chí Minh,33370000.0,33620000.0,-136130000.0,-138880000.0
2016-04-13,Hồ Chí Minh,33200000.0,33450000.0,-136300000.0,-139050000.0
2016-04-14,Hồ Chí Minh,33120000.0,33370000.0,-136380000.0,-139130000.0
2016-04-15,Hồ Chí Minh,33050000.0,33300000.0,-136450000.0,-139200000.0
2016-04-16,Hồ Chí Minh,33050000.0,33300000.0,-136450000.0,-139200000.0
2016-04-17,Hồ Chí Minh,33050000.0,33300000.0,-136450000.0,-139200000.0
2016-04-18,Hồ Chí Minh,33100000.0,33400000.0,-136400000.0,-139100000.0
2016-04-19,Hồ Chí Minh,33120000.0,33340000.0,-136380000.0,-139160000.0
2016-04-20,Hồ Chí Minh,33210000.0,33430000.0,-136290000.0,-139070000.0
2016-04-21,Hồ Chí Minh,33300000.0,33520000.0,-136200000.0,-138980000.0
2016-04-22,Hồ Chí Minh,33200000.0,33430000.0,-136300000.0,-139070000.0
2016-04-23,Hồ Chí Minh,33120000.0,33370000.0,-136380000.0,-139130000.0
2016-04-24,Hồ Chí Minh,33120000.0,33370000.0,-136380000.0,-139130000.0
2016-04-25,Hồ Chí Minh,33070000.0,33320000.0,-136430000.0,-139180000.0
2016-04-26,Hồ Chí Minh,33050000.0,33300000.0,-136450000.0,-139200000.0
2016-04-27,Hồ Chí Minh,33170000.0,33340000.0,-136330000.0,-139160000.0
2016-04-28,Hồ Chí Minh,33250000.0,33500000.0,-136250000.0,-139000000.0
2016-04-29,Hồ Chí Minh,33680000.0,33880000.0,-135820000.0,-138620000.0
2016-04-30,Hồ Chí Minh,33950000.0,34350000.0,-135550000.0,-138150000.0
2016-05-01,Hồ Chí Minh,33950000.0,34350000.0,-135550000.0,-138150000.0
2016-05-02,Hồ Chí Minh,33950000.0,34350000.0,-135550000.0,-138150000.0
2016-05-03,Hồ Chí Minh,33950000.0,34350000.0,-135550000.0,-138150000.0
2016-05-04,Hồ Chí Minh,33780000.0,33980000.0,-135720000.0,-138520000.0
2016-05-05,Hồ Chí Minh,33740000.0,33940000.0,-135760000.0,-138560000.0
2016-05-06,Hồ Chí Minh,33830000.0,34030000.0,-135670000.0,-138470000.0
2016-05-07,Hồ Chí Minh,33950000.0,34170000.0,-135550000.0,-138330000.0
2016-05-08,Hồ Chí Minh,33950000.0,34170000.0,-135550000.0,-138330000.0
2016-05-09,Hồ Chí Minh,33820000.0,34020000.0,-135680000.0,-138480000.0
2016-05-10,Hồ Chí Minh,33680000.0,33880000.0,-135820000.0,-138620000.0
2016-05-11,Hồ Chí Minh,33830000.0,34030000.0,-135670000.0,-138470000.0
2016-05-12,Hồ Chí Minh,33800000.0,34000000.0,-135700000.0,-138500000.0
2016-05-13,Hồ Chí Minh,33900000.0,34100000.0,-135600000.0,-138400000.0
2016-05-14,Hồ Chí Minh,33840000.0,34070000.0,-135660000.0,-138430000.0
2016-05-15,Hồ Chí Minh,33840000.0,34070000.0,-135660000.0,-138430000.0
2016-05-16,Hồ Chí Minh,33970000.0,34200000.0,-135530000.0,-138300000.0
2016-05-17,Hồ Chí Minh,33990000.0,34220000.0,-135510000.0,-138280000.0
2016-05-18,Hồ Chí Minh,33920000.0,34150000.0,-135580000.0,-138350000.0
2016-05-19,Hồ Chí Minh,33740000.0,33970000.0,-135760000.0,-138530000.0
2016-05-20,Hồ Chí Minh,33780000.0,34010000.0,-135720000.0,-138490000.0
2016-05-21,Hồ Chí Minh,33730000.0,33960000.0,-135770000.0,-138540000.0
2016-05-22,Hồ Chí Minh,33730000.0,33960000.0,-135770000.0,-138540000.0
2016-05-23,Hồ Chí Minh,33660000.0,33890000.0,-135840000.0,-138610000.0
2016-05-24,Hồ Chí Minh,33520000.0,33740000.0,-135980000.0,-138760000.0
2016-05-25,Hồ Chí Minh,33190000.0,33440000.0,-136310000.0,-139060000.0
2016-05-26,Hồ Chí Minh,33270000.0,33500000.0,-136230000.0,-139000000.0
2016-05-27,Hồ Chí Minh,33200000.0,33430000.0,-136300000.0,-139070000.0
2016-05-28,Hồ Chí Minh,33140000.0,33390000.0,-136360000.0,-139110000.0
2016-05-29,Hồ Chí Minh,33140000.0,33390000.0,-136360000.0,-139110000.0
2016-05-30,Hồ Chí Minh,33080000.0,33330000.0,-136420000.0,-139170000.0
2016-05-31,Hồ Chí Minh,33110000.0,33350000.0,-136390000.0,-139150000.0
2016-06-01,Hồ Chí Minh,33220000.0,33460000.0,-136280000.0,-139040000.0
2016-06-02,Hồ Chí Minh,33220000.0,33460000.0,-136280000.0,-139040000.0
2016-06-03,Hồ Chí Minh,33160000.0,33400000.0,-136340000.0,-139100000.0
2016-06-04,Hồ Chí Minh,33430000.0,33680000.0,-136070000.0,-138820000.0
2016-06-05,Hồ Chí Minh,33430000.0,33680000.0,-136070000.0,-138820000.0
2016-06-06,Hồ Chí Minh,33390000.0,33630000.0,-136110000.0,-138870000.0
2016-06-07,Hồ Chí Minh,33340000.0,33580000.0,-136160000.0,-138920000.0
2016-06-08,Hồ Chí Minh,33430000.0,33670000.0,-136070000.0,-138830000.0
2016-06-09,Hồ Chí Minh,33560000.0,33800000.0,-135940000.0,-138700000.0
2016-06-10,Hồ Chí Minh,33690000.0,33930000.0,-135810000.0,-138570000.0
2016-06-11,Hồ Chí Minh,33810000.0,34060000.0,-135690000.0,-138440000.0
2016-06-12,Hồ Chí Minh,33810000.0,34060000.0,-135690000.0,-138440000.0
2016-06-13,Hồ Chí Minh,34020000.0,34270000.0,-135480000.0,-138230000.0
2016-06-14,Hồ Chí Minh,33900000.0,34150000.0,-135600000.0,-138350000.0
2016-06-15,Hồ Chí Minh,33990000.0,34240000.0,-135510000.0,-138260000.0
2016-06-16,Hồ Chí Minh,34510000.0,34810000.0,-134990000.0,-137690000.0
2016-06-17,Hồ Chí Minh,34080000.0,34380000.0,-135420000.0,-138120000.0
2016-06-18,Hồ Chí Minh,34370000.0,34670000.0,-135130000.0,-137830000.0
2016-06-19,Hồ Chí Minh,34370000.0,34670000.0,-135130000.0,-137830000.0
2016-06-20,Hồ Chí Minh,34170000.0,34470000.0,-135330000.0,-138030000.0
2016-06-21,Hồ Chí Minh,34060000.0,34360000.0,-135440000.0,-138140000.0
2016-06-22,Hồ Chí Minh,33690000.0,33990000.0,-135810000.0,-138510000.0
2016-06-23,Hồ Chí Minh,33800000.0,34100000.0,-135700000.0,-138400000.0
2016-06-24,Hồ Chí Minh,34650000.0,35150000.0,-134850000.0,-137350000.0
2016-06-25,Hồ Chí Minh,34650000.0,35150000.0,-134850000.0,-137350000.0
2016-06-26,Hồ Chí Minh,34650000.0,35150000.0,-134850000.0,-137350000.0
2016-06-27,Hồ Chí Minh,34850000.0,35350000.0,-134650000.0,-137150000.0
2016-06-28,Hồ Chí Minh,34640000.0,35040000.0,-134860000.0,-137460000.0
2016-06-29,Hồ Chí Minh,34900000.0,35220000.0,-134600000.0,-137280000.0
2016-06-30,Hồ Chí Minh,34900000.0,35220000.0,-134600000.0,-137280000.0
2016-07-01,Hồ Chí Minh,35230000.0,35580000.0,-134270000.0,-136920000.0
2016-07-02,Hồ Chí Minh,35450000.0,35850000.0,-134050000.0,-136650000.0
2016-07-03,Hồ Chí Minh,35450000.0,35850000.0,-134050000.0,-136650000.0
2016-07-04,Hồ Chí Minh,36350000.0,36900000.0,-133150000.0,-135600000.0
2016-07-05,Hồ Chí Minh,36350000.0,36900000.0,-133150000.0,-135600000.0
2016-07-06,Hồ Chí Minh,38700000.0,39700000.0,-130800000.0,-132800000.0
2016-07-07,Hồ Chí Minh,36500000.0,37500000.0,-133000000.0,-135000000.0
2016-07-08,Hồ Chí Minh,36600000.0,37300000.0,-132900000.0,-135200000.0
2016-07-09,Hồ Chí Minh,36900000.0,37600000.0,-132600000.0,-134900000.0
2016-07-10,Hồ Chí Minh,36900000.0,37600000.0,-132600000.0,-134900000.0
2016-07-11,Hồ Chí Minh,36900000.0,37500000.0,-132600000.0,-135000000.0
2016-07-12,Hồ Chí Minh,36700000.0,37300000.0,-132800000.0,-135200000.0
2016-07-13,Hồ Chí Minh,36650000.0,37050000.0,-132850000.0,-135450000.0
2016-07-14,Hồ Chí Minh,36570000.0,37050000.0,-132930000.0,-135450000.0
2016-07-15,Hồ Chí Minh,36490000.0,36870000.0,-133010000.0,-135630000.0
2016-07-16,Hồ Chí Minh,36680000.0,37100000.0,-132820000.0,-135400000.0
2016-07-17,Hồ Chí Minh,36680000.0,37100000.0,-132820000.0,-135400000.0
2016-07-18,Hồ Chí Minh,36450000.0,36830000.0,-133050000.0,-135670000.0
2016-07-19,Hồ Chí Minh,36440000.0,36820000.0,-133060000.0,-135680000.0
2016-07-20,Hồ Chí Minh,36420000.0,36780000.0,-133080000.0,-135720000.0
2016-07-21,Hồ Chí Minh,36330000.0,36660000.0,-133170000.0,-135840000.0
2016-07-22,Hồ Chí Minh,36350000.0,36680000.0,-133150000.0,-135820000.0
2016-07-23,Hồ Chí Minh,36310000.0,36650000.0,-133190000.0,-135850000.0
2016-07-24,Hồ Chí Minh,36310000.0,36650000.0,-133190000.0,-135850000.0
2016-07-25,Hồ Chí Minh,36220000.0,36530000.0,-133280000.0,-135970000.0
2016-07-26,Hồ Chí Minh,36300000.0,36580000.0,-133200000.0,-135920000.0
2016-07-27,Hồ Chí Minh,36240000.0,36500000.0,-133260000.0,-136000000.0
2016-07-28,Hồ Chí Minh,36460000.0,36720000.0,-133040000.0,-135780000.0
2016-07-29,Hồ Chí Minh,36310000.0,36560000.0,-133190000.0,-135940000.0
2016-07-30,Hồ Chí Minh,36310000.0,36560000.0,-133190000.0,-135940000.0
2016-07-31,Hồ Chí Minh,36310000.0,36560000.0,-133190000.0,-135940000.0
2016-08-01,Hồ Chí Minh,36470000.0,36740000.0,-133030000.0,-135760000.0
2016-08-02,Hồ Chí Minh,36590000.0,36850000.0,-132910000.0,-135650000.0
2016-08-03,Hồ Chí Minh,36700000.0,36970000.0,-132800000.0,-135530000.0
2016-08-04,Hồ Chí Minh,36600000.0,36850000.0,-132900000.0,-135650000.0
2016-08-05,Hồ Chí Minh,36660000.0,36910000.0,-132840000.0,-135590000.0
2016-08-06,Hồ Chí Minh,36330000.0,36620000.0,-133170000.0,-135880000.0
2016-08-07,Hồ Chí Minh,36330000.0,36620000.0,-133170000.0,-135880000.0
2016-08-08,Hồ Chí Minh,36320000.0,36580000.0,-133180000.0,-135920000.0
2016-08-09,Hồ Chí Minh,36380000.0,36630000.0,-133120000.0,-135870000.0
2016-08-10,Hồ Chí Minh,36540000.0,36800000.0,-132960000.0,-135700000.0
2016-08-11,Hồ Chí Minh,36460000.0,36720000.0,-133040000.0,-135780000.0
2016-08-12,Hồ Chí Minh,36400000.0,36660000.0,-133100000.0,-135840000.0
2016-08-13,Hồ Chí Minh,36400000.0,36660000.0,-133100000.0,-135840000.0
2016-08-14,Hồ Chí Minh,36400000.0,36660000.0,-133100000.0,-135840000.0
2016-08-15,Hồ Chí Minh,36450000.0,36700000.0,-133050000.0,-135800000.0
2016-08-16,Hồ Chí Minh,36540000.0,36780000.0,-132960000.0,-135720000.0
2016-08-17,Hồ Chí Minh,36460000.0,36710000.0,-133040000.0,-135790000.0
2016-08-18,Hồ Chí Minh,36490000.0,36750000.0,-133010000.0,-135750000.0
2016-08-19,Hồ Chí Minh,36480000.0,36730000.0,-133020000.0,-135770000.0
2016-08-20,Hồ Chí Minh,36400000.0,36670000.0,-133100000.0,-135830000.0
2016-08-21,Hồ Chí Minh,36400000.0,36670000.0,-133100000.0,-135830000.0
2016-08-22,Hồ Chí Minh,36350000.0,36610000.0,-133150000.0,-135890000.0
2016-08-23,Hồ Chí Minh,36390000.0,36650000.0,-133110000.0,-135850000.0
2016-08-24,Hồ Chí Minh,36370000.0,36630000.0,-133130000.0,-135870000.0
2016-08-25,Hồ Chí Minh,36300000.0,36560000.0,-133200000.0,-135940000.0
2016-08-26,Hồ Chí Minh,36330000.0,36580000.0,-133170000.0,-135920000.0
2016-08-27,Hồ Chí Minh,36290000.0,36550000.0,-133210000.0,-135950000.0
2016-08-28,Hồ Chí Minh,36290000.0,36550000.0,-133210000.0,-135950000.0
2016-08-29,Hồ Chí Minh,36240000.0,36500000.0,-133260000.0,-136000000.0
2016-08-30,Hồ Chí Minh,36220000.0,36490000.0,-133280000.0,-136010000.0
2016-08-31,Hồ Chí Minh,36130000.0,36390000.0,-133370000.0,-136110000.0
2016-09-01,Hồ Chí Minh,35930000.0,36200000.0,-133570000.0,-136300000.0
2016-09-02,Hồ Chí Minh,35930000.0,36200000.0,-133570000.0,-136300000.0
2016-09-03,Hồ Chí Minh,35930000.0,36200000.0,-133570000.0,-136300000.0
2016-09-04,Hồ Chí Minh,35930000.0,36200000.0,-133570000.0,-136300000.0
2016-09-05,Hồ Chí Minh,36150000.0,36380000.0,-133350000.0,-136120000.0
2016-09-06,Hồ Chí Minh,36150000.0,36390000.0,-133350000.0,-136110000.0
2016-09-07,Hồ Chí Minh,36310000.0,36570000.0,-133190000.0,-135930000.0
2016-09-08,Hồ Chí Minh,36300000.0,36550000.0,-133200000.0,-135950000.0
2016-09-09,Hồ Chí Minh,36300000.0,36550000.0,-133200000.0,-135950000.0
2016-09-10,Hồ Chí Minh,36090000.0,36360000.0,-133410000.0,-136140000.0
2016-09-11,Hồ Chí Minh,36090000.0,36360000.0,-133410000.0,-136140000.0
2016-09-12,Hồ Chí Minh,36060000.0,36310000.0,-133440000.0,-136190000.0
2016-09-13,Hồ Chí Minh,36080000.0,36330000.0,-133420000.0,-136170000.0
2016-09-14,Hồ Chí Minh,36050000.0,36290000.0,-133450000.0,-136210000.0
2016-09-15,Hồ Chí Minh,36010000.0,36250000.0,-133490000.0,-136250000.0
2016-09-16,Hồ Chí Minh,35960000.0,36210000.0,-133540000.0,-136290000.0
2016-09-17,Hồ Chí Minh,35950000.0,36200000.0,-133550000.0,-136300000.0
2016-09-18,Hồ Chí Minh,35950000.0,36200000.0,-133550000.0,-136300000.0
2016-09-19,Hồ Chí Minh,36000000.0,36250000.0,-133500000.0,-136250000.0
2016-09-20,Hồ Chí Minh,35990000.0,36240000.0,-133510000.0,-136260000.0
2016-09-21,Hồ Chí Minh,36050000.0,36300000.0,-133450000.0,-136200000.0
2016-09-22,Hồ Chí Minh,36100000.0,36360000.0,-133400000.0,-136140000.0
2016-09-23,Hồ Chí Minh,36100000.0,36340000.0,-133400000.0,-136160000.0
2016-09-24,Hồ Chí Minh,36100000.0,36350000.0,-133400000.0,-136150000.0
2016-09-25,Hồ Chí Minh,36100000.0,36350000.0,-133400000.0,-136150000.0
2016-09-26,Hồ Chí Minh,36040000.0,36280000.0,-133460000.0,-136220000.0
2016-09-27,Hồ Chí Minh,36020000.0,36240000.0,-133480000.0,-136260000.0
2016-09-28,Hồ Chí Minh,35920000.0,36140000.0,-133580000.0,-136360000.0
2016-09-29,Hồ Chí Minh,35910000.0,36130000.0,-133590000.0,-136370000.0
2016-09-30,Hồ Chí Minh,35980000.0,36230000.0,-133520000.0,-136270000.0
2016-10-01,Hồ Chí Minh,35920000.0,36170000.0,-133580000.0,-136330000.0
2016-10-02,Hồ Chí Minh,35920000.0,36170000.0,-133580000.0,-136330000.0
2016-10-03,Hồ Chí Minh,35900000.0,36120000.0,-133600000.0,-136380000.0
2016-10-04,Hồ Chí Minh,35830000.0,36050000.0,-133670000.0,-136450000.0
2016-10-05,Hồ Chí Minh,35230000.0,35480000.0,-134270000.0,-137020000.0
2016-10-06,Hồ Chí Minh,35230000.0,35480000.0,-134270000.0,-137020000.0
2016-10-07,Hồ Chí Minh,35230000.0,35480000.0,-134270000.0,-137020000.0
2016-10-08,Hồ Chí Minh,35340000.0,35590000.0,-134160000.0,-136910000.0
2016-10-09,Hồ Chí Minh,35340000.0,35590000.0,-134160000.0,-136910000.0
2016-10-10,Hồ Chí Minh,35500000.0,35750000.0,-134000000.0,-136750000.0
2016-10-11,Hồ Chí Minh,35450000.0,35700000.0,-134050000.0,-136800000.0
2016-10-12,Hồ Chí Minh,35400000.0,35640000.0,-134100000.0,-136860000.0
2016-10-13,Hồ Chí Minh,35420000.0,35660000.0,-134080000.0,-136840000.0
2016-10-14,Hồ Chí Minh,35420000.0,35660000.0,-134080000.0,-136840000.0
2016-10-15,Hồ Chí Minh,35420000.0,35660000.0,-134080000.0,-136840000.0
2016-10-16,Hồ Chí Minh,35420000.0,35660000.0,-134080000.0,-136840000.0
2016-10-17,Hồ Chí Minh,35420000.0,35660000.0,-134080000.0,-136840000.0
2016-10-18,Hồ Chí Minh,35420000.0,35660000.0,-134080000.0,-136840000.0
2016-10-19,Hồ Chí Minh,35500000.0,35730000.0,-134000000.0,-136770000.0
2016-10-20,Hồ Chí Minh,35480000.0,35710000.0,-134020000.0,-136790000.0
2016-10-21,Hồ Chí Minh,35450000.0,35670000.0,-134050000.0,-136830000.0
2016-10-22,Hồ Chí Minh,35470000.0,35700000.0,-134030000.0,-136800000.0
2016-10-23,Hồ Chí Minh,35470000.0,35700000.0,-134030000.0,-136800000.0
2016-10-24,Hồ Chí Minh,35470000.0,35700000.0,-134030000.0,-136800000.0
2016-10-25,Hồ Chí Minh,35510000.0,35750000.0,-133990000.0,-136750000.0
2016-10-26,Hồ Chí Minh,35550000.0,35780000.0,-133950000.0,-136720000.0
2016-10-27,Hồ Chí Minh,35520000.0,35750000.0,-133980000.0,-136750000.0
2016-10-28,Hồ Chí Minh,35520000.0,35750000.0,-133980000.0,-136750000.0
2016-10-29,Hồ Chí Minh,35520000.0,35750000.0,-133980000.0,-136750000.0
2016-10-30,Hồ Chí Minh,35520000.0,35750000.0,-133980000.0,-136750000.0
2016-10-31,Hồ Chí Minh,35520000.0,35750000.0,-133980000.0,-136750000.0
2016-11-01,Hồ Chí Minh,35520000.0,35750000.0,-133980000.0,-136750000.0
2016-11-02,Hồ Chí Minh,36200000.0,36650000.0,-133300000.0,-135850000.0
2016-11-03,Hồ Chí Minh,35900000.0,36400000.0,-133600000.0,-136100000.0
2016-11-04,Hồ Chí Minh,36200000.0,36750000.0,-133300000.0,-135750000.0
2016-11-05,Hồ Chí Minh,36200000.0,36750000.0,-133300000.0,-135750000.0
2016-11-06,Hồ Chí Minh,36200000.0,36750000.0,-133300000.0,-135750000.0
2016-11-07,Hồ Chí Minh,36200000.0,36750000.0,-133300000.0,-135750000.0
2016-11-08,Hồ Chí Minh,35900000.0,36280000.0,-133600000.0,-136220000.0
2016-11-09,Hồ Chí Minh,36450000.0,37100000.0,-133050000.0,-135400000.0
2016-11-10,Hồ Chí Minh,36150000.0,36500000.0,-133350000.0,-136000000.0
2016-11-11,Hồ Chí Minh,36150000.0,36500000.0,-133350000.0,-136000000.0
2016-11-12,Hồ Chí Minh,36150000.0,36500000.0,-133350000.0,-136000000.0
