date,buy,sell
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-27,181000000.0,184000000.0
2026-02-26,181000000.0,184000000.0
2026-02-25,182000000.0,185000000.0
2026-02-24,181600000.0,184600000.0
2026-02-24,181600000.0,184600000.0
2026-02-24,181600000.0,184600000.0
2026-02-24,181600000.0,184600000.0
2026-02-23,181600000.0,184600000.0
2026-02-22,178000000.0,181000000.0
2026-02-21,178000000.0,181000000.0
2026-02-20,178000000.0,181000000.0
2026-02-19,178000000.0,181000000.0
2026-02-18,178000000.0,181000000.0
2026-02-17,178000000.0,181000000.0
2026-02-16,178000000.0,181000000.0
2026-02-15,178000000.0,181000000.0
2026-02-14,178000000.0,181000000.0
2026-02-13,176000000.0,179000000.0
2026-02-12,178000000.0,181000000.0
2026-02-11,178000000.0,181000000.0
2026-02-10,178000000.0,181000000.0
2026-02-09,177400000.0,180400000.0
2026-02-08,176300000.0,179300000.0
2026-02-07,176300000.0,179300000.0
2026-02-06,173500000.0,176500000.0
2026-02-05,174200000.0,177200000.0
2026-02-04,177200000.0,180200000.0
2026-02-03,173500000.0,176500000.0
2026-02-02,163000000.0,166000000.0
2026-02-01,169000000.0,172000000.0
2026-01-31,169000000.0,172000000.0
2026-01-30,178000000.0,181000000.0
2026-01-29,186600000.0,189600000.0
2026-01-28,181700000.0,184200000.0
2026-01-27,175300000.0,177300000.0
2026-01-26,175000000.0,177000000.0
2026-01-25,172300000.0,174300000.0
2026-01-24,172300000.0,174300000.0
2026-01-23,170200000.0,172200000.0
2026-01-22,167300000.0,169300000.0
2026-01-21,168500000.0,170500000.0
2026-01-20,164100000.0,166100000.0
2026-01-19,163000000.0,165000000.0
2026-01-18,160800000.0,162800000.0
2026-01-17,160800000.0,162800000.0
2026-01-16,160800000.0,162800000.0
2026-01-15,160800000.0,162800000.0
2026-01-14,161500000.0,163500000.0
2026-01-13,160000000.0,162000000.0
2026-01-12,160000000.0,162000000.0
2026-01-11,157800000.0,159800000.0
2026-01-10,157800000.0,159800000.0
2026-01-09,156300000.0,158300000.0
2026-01-08,155200000.0,157200000.0
2026-01-07,156100000.0,158100000.0
2026-01-06,156000000.0,158000000.0
2026-01-05,155100000.0,157100000.0
2026-01-04,150800000.0,152800000.0
2026-01-03,150800000.0,152800000.0
2026-01-02,150800000.0,152800000.0
2026-01-01,150800000.0,152800000.0
2025-12-31,150800000.0,152800000.0
2025-12-30,152700000.0,154700000.0
2025-12-29,156000000.0,158000000.0
2025-12-28,157700000.0,159700000.0
2025-12-27,157700000.0,159700000.0
2025-12-26,157400000.0,159400000.0
2025-12-25,156800000.0,158800000.0
2025-12-24,157200000.0,159200000.0
2025-12-23,157000000.0,159000000.0
2025-12-22,155500000.0,157500000.0
2025-12-21,154600000.0,156600000.0
2025-12-20,154600000.0,156600000.0
2025-12-19,154400000.0,156400000.0
2025-12-18,154400000.0,156400000.0
2025-12-17,154200000.0,156200000.0
2025-12-16,153600000.0,155600000.0
2025-12-15,155200000.0,157200000.0
2025-12-14,154300000.0,156300000.0
2025-12-13,154300000.0,156300000.0
2025-12-12,153600000.0,155600000.0
2025-12-11,152500000.0,154500000.0
2025-12-10,152700000.0,154700000.0
2025-12-09,151700000.0,153700000.0
2025-12-08,152500000.0,154500000.0
2025-12-07,152200000.0,154200000.0
2025-12-06,152200000.0,154200000.0
2025-12-05,152900000.0,154900000.0
2025-12-04,151800000.0,153800000.0
2025-12-03,152500000.0,154500000.0
2025-12-02,152500000.0,154500000.0
2025-12-01,153200000.0,155200000.0
2025-11-30,152900000.0,154900000.0
2025-11-29,152900000.0,154900000.0
2025-11-28,152200000.0,154200000.0
2025-11-27,151400000.0,153400000.0
2025-11-26,151400000.0,153400000.0
2025-11-25,150900000.0,152900000.0
2025-11-24,148400000.0,150400000.0
2025-11-23,148400000.0,150400000.0
2025-11-22,148400000.0,150400000.0
2025-11-21,147800000.0,149800000.0
2025-11-20,148300000.0,150300000.0
2025-11-19,149000000.0,151000000.0
2025-11-18,147300000.0,149300000.0
2025-11-17,149000000.0,151000000.0
2025-11-16,149000000.0,151000000.0
2025-11-15,149000000.0,151000000.0
2025-11-14,151200000.0,153200000.0
2025-11-13,152500000.0,154500000.0
2025-11-12,149500000.0,151500000.0
2025-11-11,150000000.0,152000000.0
2025-11-10,148200000.0,150200000.0
2025-11-09,146400000.0,148400000.0
2025-11-08,146400000.0,148400000.0
2025-11-07,146400000.0,148400000.0
2025-11-06,146400000.0,148400000.0
2025-11-05,145500000.0,147500000.0
2025-11-04,146200000.0,148200000.0
2025-11-03,147000000.0,149000000.0
2025-11-02,146400000.0,148400000.0
2025-11-01,146400000.0,148400000.0
2025-10-31,146400000.0,148400000.0
2025-10-30,145800000.0,147800000.0
2025-10-29,146100000.0,148100000.0
2025-10-28,143100000.0,145100000.0
2025-10-27,146900000.0,148400000.0
2025-10-26,147200000.0,149200000.0
2025-10-25,147200000.0,149200000.0
2025-10-24,146500000.0,148500000.0
2025-10-23,147500000.0,149500000.0
2025-10-22,146600000.0,148600000.0
2025-10-21,151500000.0,152500000.0
2025-10-20,150500000.0,151500000.0
2025-10-19,149500000.0,151000000.0
2025-10-18,149500000.0,151000000.0
2025-10-17,151500000.0,153000000.0
2025-10-16,147100000.0,149100000.0
2025-10-15,146000000.0,148000000.0
2025-10-14,144100000.0,146100000.0
2025-10-13,142100000.0,144100000.0
2025-10-12,140800000.0,142800000.0
2025-10-11,140800000.0,142800000.0
2025-10-10,140200000.0,142200000.0
2025-10-09,140500000.0,142500000.0
2025-10-08,140500000.0,142500000.0
2025-10-07,138600000.0,140600000.0
2025-10-06,138100000.0,140100000.0
2025-10-05,136600000.0,138600000.0
2025-10-04,136600000.0,138600000.0
2025-10-03,135800000.0,137800000.0
2025-10-02,136000000.0,138000000.0
2025-10-01,136400000.0,138400000.0
2025-09-30,134800000.0,136800000.0
2025-09-29,134500000.0,136500000.0
2025-09-28,133000000.0,135000000.0
2025-09-27,133000000.0,135000000.0
2025-09-26,132500000.0,134500000.0
2025-09-25,132500000.0,134500000.0
2025-09-24,133100000.0,135100000.0
2025-09-23,133000000.0,135000000.0
2025-09-22,131600000.0,133600000.0
2025-09-21,131000000.0,133000000.0
2025-09-20,131000000.0,133000000.0
2025-09-19,130000000.0,132000000.0
2025-09-18,130000000.0,132000000.0
2025-09-17,130300000.00000001,132300000.00000001
2025-09-16,130300000.00000001,132300000.00000001
2025-09-15,128600000.0,131100000.0
2025-09-14,128100000.0,131100000.0
2025-09-13,128100000.0,131100000.0
2025-09-12,128400000.0,131400000.0
2025-09-11,130300000.00000001,133300000.00000001
2025-09-10,133300000.00000001,135300000.0
2025-09-09,133800000.00000001,135800000.0
2025-09-08,133100000.0,135100000.0
2025-09-07,133900000.0,135400000.0
2025-09-06,133900000.0,135400000.0
2025-09-05,132900000.0,134400000.0
2025-09-04,132400000.0,133900000.0
2025-09-03,131900000.0,133400000.0
2025-09-02,129100000.0,130600000.0
2025-09-01,129100000.0,130600000.0
2025-08-31,129100000.0,130600000.0
2025-08-30,129100000.0,130600000.0
2025-08-29,127800000.0,129300000.00000001
2025-08-28,127000000.0,128500000.0
2025-08-27,126000000.0,128000000.0
2025-08-26,125700000.0,127700000.0
2025-08-25,125600000.0,127100000.0
2025-08-24,125600000.0,126600000.0
2025-08-23,125600000.0,126600000.0
2025-08-22,124400000.0,125400000.0
2025-08-21,124400000.0,125400000.0
2025-08-20,123800000.0,124800000.0
2025-08-19,124000000.0,125000000.0
2025-08-18,124000000.0,125000000.0
2025-08-17,123500000.0,124500000.0
2025-08-16,123500000.0,124500000.0
2025-08-15,123500000.0,124500000.0
2025-08-14,123700000.0,124700000.0
2025-08-13,123000000.0,124200000.0
2025-08-12,122700000.0,123900000.0
2025-08-11,122700000.0,123900000.0
2025-08-10,123200000.0,124400000.0
2025-08-09,123200000.0,124400000.0
2025-08-08,123200000.0,124400000.0
2025-08-07,122400000.0,123800000.0
2025-08-06,122400000.0,123800000.0
2025-08-05,122200000.0,123800000.0
2025-08-04,121700000.0,123300000.0
2025-08-03,121500000.0,123500000.0
2025-08-02,121500000.0,123500000.0
2025-08-01,119900000.0,121400000.0
2025-07-31,119900000.0,121400000.0
2025-07-30,120000000.0,121500000.0
2025-07-29,119700000.0,121200000.0
2025-07-28,119600000.0,121100000.0
2025-07-27,119600000.0,121100000.0
2025-07-26,119600000.0,121100000.0
2025-07-25,119700000.0,121700000.0
2025-07-24,119700000.0,121700000.0
2025-07-23,120700000.0,122700000.0
2025-07-22,120000000.0,122000000.0
2025-07-21,120000000.0,121500000.0
2025-07-20,119700000.0,121200000.0
2025-07-19,119700000.0,121200000.0
2025-07-18,119500000.0,121000000.0
2025-07-17,118600000.0,120600000.0
2025-07-16,118600000.0,120600000.0
2025-07-15,119100000.0,121100000.0
2025-07-14,119500000.0,121500000.0
2025-07-13,119500000.0,121500000.0
2025-07-12,119500000.0,121500000.0
2025-07-11,119000000.0,121000000.0
2025-07-10,118800000.0,120800000.0
2025-07-09,118600000.0,120600000.0
2025-07-08,119000000.0,121000000.0
2025-07-07,118500000.0,120500000.0
2025-07-06,118900000.0,120900000.0
2025-07-05,118900000.0,120900000.0
2025-07-04,118900000.0,120900000.0
2025-07-03,119300000.0,121300000.0
2025-07-02,118700000.0,120700000.0
2025-07-01,118700000.0,120700000.0
2025-06-30,117500000.0,119500000.0
2025-06-29,117200000.0,119200000.0
2025-06-28,117200000.0,119200000.0
2025-06-27,117700000.0,119700000.0
2025-06-26,118000000.0,120000000.0
2025-06-25,117500000.0,119500000.0
2025-06-24,117500000.0,119500000.0
2025-06-23,117700000.0,119700000.0
2025-06-22,117700000.0,119700000.0
2025-06-21,117700000.0,119700000.0
2025-06-20,117400000.0,119400000.0
2025-06-19,117400000.0,119400000.0
2025-06-18,117600000.0,119600000.0
2025-06-17,117600000.0,119600000.0
2025-06-16,117600000.0,119600000.0
2025-06-15,117800000.0,120300000.0
2025-06-14,117800000.0,120300000.0
2025-06-13,117500000.0,120000000.0
2025-06-12,117000000.0,119000000.0
2025-06-11,116800000.0,118800000.0
2025-06-10,116500000.0,118500000.0
2025-06-09,115700000.0,117700000.0
2025-06-08,114900000.0,117200000.0
2025-06-07,114900000.0,117200000.0
2025-06-06,116000000.0,118000000.0
2025-06-05,115400000.0,117700000.0
2025-06-04,114900000.0,117200000.0
2025-06-03,114900000.0,117200000.0
2025-06-02,115800000.0,117800000.0
2025-06-01,115700000.0,118200000.0
2025-05-31,115700000.0,118200000.0
2025-05-30,116000000.0,118500000.0
2025-05-29,115500000.0,118000000.0
2025-05-28,116200000.0,118700000.0
2025-05-27,115500000.0,118000000.0
2025-05-26,116500000.0,119000000.0
2025-05-25,119000000.0,121000000.0
2025-05-24,119000000.0,121000000.0
2025-05-23,118500000.0,120500000.0
2025-05-22,118500000.0,120500000.0
2025-05-21,118500000.0,121000000.0
2025-05-20,116800000.0,119300000.0
2025-05-19,116800000.0,119300000.0
2025-05-18,115500000.0,118500000.0
2025-05-17,115500000.0,118500000.0
2025-05-16,115700000.0,118700000.0
2025-05-15,115500000.0,118200000.0
2025-05-14,118000000.0,120000000.0
2025-05-13,118500000.0,120500000.0
2025-05-12,117200000.0,119200000.0
2025-05-11,120000000.0,122000000.0
2025-05-10,120000000.0,122000000.0
2025-05-09,119500000.0,121500000.0
2025-05-08,118500000.0,120500000.0
2025-05-07,120200000.0,122200000.0
2025-05-06,120200000.0,122200000.0
2025-05-05,117800000.0,119800000.0
2025-05-04,119300000.0,121300000.0
2025-05-03,119300000.0,121300000.0
2025-05-02,119300000.0,121300000.0
2025-05-01,119300000.0,121300000.0
2025-04-30,119300000.0,121300000.0
2025-04-29,119300000.0,121300000.0
2025-04-28,117500000.0,119500000.0
2025-04-27,119000000.0,121000000.0
2025-04-26,119000000.0,121000000.0
2025-04-25,118500000.0,120500000.0
2025-04-24,118500000.0,121000000.0
2025-04-23,116500000.0,119500000.0
2025-04-22,122000000.0,124000000.0
2025-04-21,116000000.0,118000000.0
2025-04-20,112000000.0,114000000.0
2025-04-19,112000000.0,114000000.0
2025-04-18,117000000.0,120000000.0
2025-04-17,115500000.0,118000000.0
2025-04-16,113000000.0,115500000.0
2025-04-15,105500000.0,108000000.0
2025-04-14,105000000.0,107500000.0
2025-04-13,103000000.0,106500000.0
2025-04-12,103000000.0,106500000.0
2025-04-11,102200000.0,105200000.0
2025-04-10,100600000.0,103600000.0
2025-04-09,99700000.0,101900000.0
2025-04-08,97700000.0,100200000.0
2025-04-07,97100000.0,100100000.0
2025-04-06,97100000.0,100100000.0
2025-04-05,97100000.0,100100000.0
2025-04-04,98800000.0,101300000.0
2025-04-03,99500000.0,102200000.0
2025-04-02,99100000.0,101800000.0
2025-04-01,99400000.0,102100000.0
2025-03-31,99500000.0,101800000.0
2025-03-30,98400000.0,100700000.0
2025-03-29,98400000.0,100700000.0
2025-03-28,98200000.0,100200000.0
2025-03-27,97400000.0,98900000.0
2025-03-26,96700000.0,98400000.0
2025-03-25,95900000.0,97900000.0
2025-03-24,95100000.0,97600000.0
2025-03-23,94400000.0,97400000.0
2025-03-22,94400000.0,97400000.0
2025-03-21,94700000.0,97700000.0
2025-03-20,97800000.0,99800000.0
2025-03-19,98000000.0,99500000.0
2025-03-18,96700000.0,98200000.0
2025-03-17,94800000.0,96100000.0
2025-03-16,94300000.0,95800000.0
2025-03-15,94300000.0,95800000.0
2025-03-14,94300000.0,95800000.0
2025-03-13,92900000.0,94400000.0
2025-03-12,91800000.0,93500000.0
2025-03-11,91000000.0,93000000.0
2025-03-10,90900000.0,92900000.0
2025-03-09,90900000.0,92900000.0
2025-03-08,90900000.0,92900000.0
2025-03-07,91100000.0,93100000.0
2025-03-06,90700000.0,92700000.0
2025-03-05,90700000.0,92700000.0
2025-03-04,90700000.0,92700000.0
2025-03-03,89000000.0,91000000.0
2025-03-02,88500000.0,90500000.0
2025-03-01,88500000.0,90500000.0
2025-02-28,88500000.0,90500000.0
2025-02-27,88900000.0,91200000.0
2025-02-26,89000000.0,91300000.0
2025-02-25,89700000.0,92000000.0
2025-02-24,89700000.0,92000000.0
2025-02-23,89400000.0,91700000.0
2025-02-22,89400000.0,91700000.0
2025-02-21,89400000.0,91700000.0
2025-02-20,90000000.0,92300000.0
2025-02-19,89600000.0,91900000.0
2025-02-18,88600000.0,91100000.0
2025-02-17,87600000.0,90600000.0
2025-02-16,87300000.0,90300000.0
2025-02-15,87300000.0,90300000.0
2025-02-14,88300000.0,91300000.0
2025-02-13,87700000.0,90700000.0
2025-02-12,86700000.0,90200000.0
2025-02-11,88000000.0,90500000.0
2025-02-10,88300000.0,91300000.0
2025-02-09,86800000.0,90300000.0
2025-02-08,86800000.0,90300000.0
