industry,net_asset_percent,short_name
Ngân hàng,41.14,DCAF
Sản xuất Nhựa - Hóa chất,9.73,DCAF
Thực phẩm - Đồ uống,7.38,DCAF
Công nghệ và thông tin,6.42,DCAF
Bất động sản,5.57,DCAF
Thiết bị điện,4.55,DCAF
Vật liệu xây dựng,4.36,DCAF
Bán lẻ,3.63,DCAF
Xây dựng,2.33,DCAF
Bảo hiểm,2.13,DCAF
Sản xuất Phụ trợ,2.05,DCAF
Tiện ích,2.03,DCAF
Vận tải - Kho bãi,1.95,DCAF
Chế biến thủy sản,1.63,DCAF
Chứng khoán,0.19,DCAF
