industry,net_asset_percent,short_name
Bất động sản,20.59,PBIF
Thực phẩm - Đồ uống,18.27,PBIF
Ngân hàng,13.79,PBIF
Xây dựng,6.35,PBIF
Nông - Lâm - Ngư,5.95,PBIF
Vận tải - Kho bãi,4.63,PBIF
Vật liệu xây dựng,4.31,PBIF
Sản xuất Nhựa - Hóa chất,4.21,PBIF
Khai khoáng,3.8,PBIF
Tiện ích,3.13,PBIF
Bán buôn,2.01,PBIF
Bán lẻ,1.96,PBIF
Chứng khoán,1.7,PBIF
