industry,net_asset_percent,short_name
Ngân hàng,21.9,NTPPF
Công nghệ và thông tin,10.9,NTPPF
Chứng khoán,8.9,NTPPF
Xây dựng,6.1,NTPPF
Sản xuất Nhựa - Hóa chất,4.6,NTPPF
Vật liệu xây dựng,4.6,NTPPF
Vận tải - Kho bãi,4.5,NTPPF
