industry,net_asset_percent,short_name
Ngân hàng,38.48,MAFEQI
Bất động sản,8.82,MAFEQI
Vật liệu xây dựng,6.81,MAFEQI
Thực phẩm - Đồ uống,5.03,MAFEQI
Bán lẻ,4.59,MAFEQI
Công nghệ và thông tin,4.17,MAFEQI
Chứng khoán,3.98,MAFEQI
Vận tải - Kho bãi,3.91,MAFEQI
Sản xuất Nhựa - Hóa chất,3.29,MAFEQI
Thiết bị điện,3.13,MAFEQI
Xây dựng,2.68,MAFEQI
Bảo hiểm,2.01,MAFEQI
Tiện ích,1.85,MAFEQI
Chế biến thủy sản,1.27,MAFEQI
Bán buôn,0.97,MAFEQI
Sản xuất Hàng gia dụng,0.31,MAFEQI
