stock_code,industry,net_asset_percent,type_asset,update_at,fundId,short_name
MBB,Ngân hàng,14.66,STOCK,2025-06-05,23,VESAF
DGC,Sản xuất Nhựa - Hóa chất,8.18,STOCK,2025-06-05,23,VESAF
TCB,Ngân hàng,6.47,STOCK,2025-06-05,23,VESAF
BVH,Bảo hiểm,5.77,STOCK,2025-06-05,23,VESAF
MWG,Bán lẻ,4.13,STOCK,2025-06-05,23,VESAF
FPT,Công nghệ và thông tin,3.89,STOCK,2025-06-05,23,VESAF
FOX,Công nghệ và thông tin,3.88,STOCK,2025-06-05,23,VESAF
VCI,Chứng khoán,3.73,STOCK,2025-06-05,23,VESAF
CTG,Ngân hàng,3.57,STOCK,2025-06-05,23,VESAF
PVS,Khai khoáng,3.28,STOCK,2025-06-05,23,VESAF
