industry,net_asset_percent,short_name
Ngân hàng,43.21,BVFED
Bất động sản,15.14,BVFED
Vật liệu xây dựng,9.28,BVFED
Thực phẩm - Đồ uống,6.11,BVFED
Chứng khoán,5.9,BVFED
Tiện ích,5.32,BVFED
Bán lẻ,4.07,BVFED
Công nghệ và thông tin,2.21,BVFED
Vận tải - Kho bãi,0.81,BVFED
Sản xuất Nhựa - Hóa chất,0.52,BVFED
Bán buôn,0.35,BVFED
