industry,net_asset_percent,short_name
Ngân hàng,33.75,VESAF
Sản xuất Nhựa - Hóa chất,8.55,VESAF
Công nghệ và thông tin,7.77,VESAF
Bảo hiểm,5.77,VESAF
Vận tải - Kho bãi,4.51,VESAF
Bán lẻ,4.13,VESAF
Chứng khoán,4.07,VESAF
Sản xuất Phụ trợ,3.73,VESAF
Bất động sản,3.46,VESAF
Khai khoáng,3.28,VESAF
Thiết bị điện,2.66,VESAF
Chế biến thủy sản,2.1,VESAF
Xây dựng,2.08,VESAF
Dịch vụ viễn thông,0.97,VESAF
