industry,net_asset_percent,short_name
Ngân hàng,19.99,MAFBAL
Bất động sản,15.96,MAFBAL
Thực phẩm - Đồ uống,9.01,MAFBAL
Vật liệu xây dựng,4.03,MAFBAL
Vận tải - Kho bãi,2.57,MAFBAL
Công nghệ và thông tin,2.47,MAFBAL
Bán lẻ,2.39,MAFBAL
Sản xuất Nhựa - Hóa chất,2.09,MAFBAL
Chứng khoán,1.42,MAFBAL
Thiết bị điện,1.27,MAFBAL
Xây dựng,1.22,MAFBAL
Bảo hiểm,1.17,MAFBAL
Tiện ích,1.08,MAFBAL
