industry,net_asset_percent,short_name
Bất động sản,27.49,DCDS
Ngân hàng,26.8,DCDS
Bán lẻ,7.04,DCDS
Công nghệ và thông tin,4.95,DCDS
Vật liệu xây dựng,4.93,DCDS
Vận tải - Kho bãi,3.62,DCDS
Chứng khoán,2.72,DCDS
Thiết bị điện,2.65,DCDS
Bán buôn,2.57,DCDS
Xây dựng,2.52,DCDS
Sản xuất Nhựa - Hóa chất,1.73,DCDS
Thực phẩm - Đồ uống,1.63,DCDS
Tiện ích,1.15,DCDS
Sản xuất Phụ trợ,0.7,DCDS
Nông - Lâm - Ngư,0.65,DCDS
"Dịch vụ tư vấn, hỗ trợ",0.39,DCDS
Tài chính khác,0.23,DCDS
