industry,net_asset_percent,short_name
Ngân hàng,45.02,BMFF
Bất động sản,13.27,BMFF
Sản xuất Phụ trợ,5.07,BMFF
Vật liệu xây dựng,4.8,BMFF
Thực phẩm - Đồ uống,4.53,BMFF
Bán buôn,4.5,BMFF
"Sản xuất Thiết bị, máy móc",4.24,BMFF
Vận tải - Kho bãi,3.68,BMFF
Chứng khoán,2.2,BMFF
Thiết bị điện,1.07,BMFF
Sản xuất Nhựa - Hóa chất,0.14,BMFF
