industry,net_asset_percent,short_name
Ngân hàng,32.38,ENF
Công nghệ và thông tin,4.99,ENF
Khác,4.75,ENF
Thiết bị điện,3.31,ENF
Thực phẩm - Đồ uống,3.17,ENF
Bất động sản,3.16,ENF
Chứng khoán,2.6,ENF
Vật liệu xây dựng,2.58,ENF
Khai khoáng,1.78,ENF
Bán lẻ,1.75,ENF
Vận tải - Kho bãi,1.66,ENF
Bán buôn,1.44,ENF
Chế biến thủy sản,1.25,ENF
Xây dựng,0.81,ENF
Sản xuất Phụ trợ,0.72,ENF
