industry,net_asset_percent,short_name
Ngân hàng,34.15,VCBF-BCF
Công nghệ và thông tin,9.67,VCBF-BCF
Bất động sản,9.52,VCBF-BCF
Thực phẩm - Đồ uống,8.35,VCBF-BCF
Bán lẻ,6.1,VCBF-BCF
Sản xuất Phụ trợ,5.63,VCBF-BCF
Tiện ích,5.42,VCBF-BCF
Vận tải - Kho bãi,4.99,VCBF-BCF
Vật liệu xây dựng,4.29,VCBF-BCF
Chứng khoán,2.92,VCBF-BCF
Bảo hiểm,2.25,VCBF-BCF
Khai khoáng,2.02,VCBF-BCF
Xây dựng,1.93,VCBF-BCF
Thiết bị điện,0.95,VCBF-BCF
