industry,net_asset_percent,short_name
Ngân hàng,20.79,VCBF-TBF
Thực phẩm - Đồ uống,12.64,VCBF-TBF
Bất động sản,12.38,VCBF-TBF
Công nghệ và thông tin,6.47,VCBF-TBF
Bán lẻ,3.83,VCBF-TBF
Sản xuất Phụ trợ,3.78,VCBF-TBF
Tiện ích,3.29,VCBF-TBF
Vận tải - Kho bãi,3.02,VCBF-TBF
Vật liệu xây dựng,2.86,VCBF-TBF
Xây dựng,1.76,VCBF-TBF
Bảo hiểm,1.75,VCBF-TBF
Chứng khoán,1.48,VCBF-TBF
Khai khoáng,1.03,VCBF-TBF
Sản xuất Hàng gia dụng,0.85,VCBF-TBF
Thiết bị điện,0.66,VCBF-TBF
