industry,net_asset_percent,short_name
Ngân hàng,30.81,VMEEF
Tiện ích,8.48,VMEEF
Công nghệ và thông tin,7.52,VMEEF
Vận tải - Kho bãi,6.82,VMEEF
Sản xuất Nhựa - Hóa chất,4.79,VMEEF
Bảo hiểm,4.51,VMEEF
Chứng khoán,3.69,VMEEF
Vật liệu xây dựng,3.51,VMEEF
Bán lẻ,3.32,VMEEF
Sản xuất Phụ trợ,2.83,VMEEF
Thiết bị điện,2.64,VMEEF
Khai khoáng,2.32,VMEEF
Bất động sản,2.17,VMEEF
Chăm sóc sức khỏe,1.09,VMEEF
Dịch vụ viễn thông,0.98,VMEEF
