industry,net_asset_percent,short_name
Bất động sản,33.52,VCAMDF
Vận tải - Kho bãi,13.64,VCAMDF
Ngân hàng,10.6,VCAMDF
Tiện ích,7.21,VCAMDF
Sản xuất Phụ trợ,6.96,VCAMDF
Bán buôn,3.84,VCAMDF
Xây dựng,3.74,VCAMDF
Dịch vụ viễn thông,3.63,VCAMDF
Bảo hiểm,3.38,VCAMDF
Thực phẩm - Đồ uống,2.53,VCAMDF
