stock_code,industry,net_asset_percent,type_asset,update_at,fundId,short_name
VCB,Ngân hàng,0.3,STOCK,2025-06-06,69,GFM-VIF
CTG,Ngân hàng,0.2,STOCK,2025-06-06,69,GFM-VIF
BID,Ngân hàng,0.19,STOCK,2025-06-06,69,GFM-VIF
TCB,Ngân hàng,0.16,STOCK,2025-06-06,69,GFM-VIF
ACB,Ngân hàng,0.13,STOCK,2025-06-06,69,GFM-VIF
MBB,Ngân hàng,0.13,STOCK,2025-06-06,69,GFM-VIF
