industry,net_asset_percent,short_name
Ngân hàng,27.18,VDEF
Bảo hiểm,12.03,VDEF
Thực phẩm - Đồ uống,7.35,VDEF
Sản xuất Nhựa - Hóa chất,7.17,VDEF
Vật liệu xây dựng,6.69,VDEF
Công nghệ và thông tin,6.42,VDEF
Vận tải - Kho bãi,5.02,VDEF
Thiết bị điện,4.24,VDEF
Bán buôn,4.2,VDEF
Tiện ích,3.21,VDEF
"Sản xuất Thiết bị, máy móc",2.9,VDEF
Bất động sản,2.14,VDEF
Chăm sóc sức khỏe,2.04,VDEF
